Stunden,Wolbecker Straße (gesamt),FR stadteinwärts,FR stadtauswärts,Temperatur (°C),Windstärke (km/h),Wetter
1/22/2016 6:00,228,97,131,-6,7,
1/22/2016 7:00,715,483,232,-6,7,
1/22/2016 8:00,661,436,225,-6,9,
1/22/2016 9:00,550,403,147,-5,9,
1/22/2016 10:00,459,304,155,-3,9,
1/22/2016 11:00,506,298,208,-2,11,
1/22/2016 12:00,637,301,336,-1,15,Klarer Himmel
1/22/2016 13:00,762,348,414,0,15,Klarer Himmel
1/22/2016 14:00,712,317,395,1,13,Klarer Himmel
1/22/2016 15:00,743,332,411,1,11,Klarer Himmel
1/22/2016 16:00,731,302,429,0,9,Klarer Himmel
1/22/2016 17:00,682,289,393,0,13,Klarer Himmel
1/22/2016 18:00,587,235,352,0,13,Klarer Himmel
1/22/2016 19:00,527,249,278,1,13,Klarer Himmel
1/22/2016 20:00,352,167,185,0,11,Klarer Himmel
1/22/2016 21:00,216,101,115,0,9,Regen
1/22/2016 22:00,205,110,95,0,11,Regen
1/22/2016 23:00,157,74,83,0,9,Regen
1/23/2016 0:00,120,56,64,1,9,Regen
1/23/2016 1:00,106,43,63,2,9,Regen
1/23/2016 2:00,57,23,34,3,11,Regen
1/23/2016 3:00,40,15,25,3,20,wolkig
1/23/2016 4:00,19,13,6,4,19,Regen
1/23/2016 5:00,43,24,19,4,17,wolkig
1/23/2016 6:00,50,24,26,5,9,wolkig
1/23/2016 7:00,73,45,28,5,13,wolkig
1/23/2016 8:00,174,98,76,5,15,wolkig
1/23/2016 9:00,371,250,121,6,22,wolkig
1/23/2016 10:00,462,318,144,6,15,wolkig
1/23/2016 11:00,526,321,205,6,15,wolkig
1/23/2016 12:00,563,316,247,7,17,wolkig
1/23/2016 13:00,613,314,299,7,24,wolkig
1/23/2016 14:00,589,258,331,6,17,wolkig
1/23/2016 15:00,506,207,299,6,17,wolkig
1/23/2016 16:00,447,180,267,6,11,wolkig
1/23/2016 17:00,480,182,298,6,13,Regen
1/23/2016 18:00,401,169,232,6,13,Regen
1/23/2016 19:00,382,153,229,6,13,wolkig
1/23/2016 20:00,315,144,171,6,11,wolkig
1/23/2016 21:00,224,121,103,6,9,wolkig
1/23/2016 22:00,173,106,67,6,11,wolkig
1/23/2016 23:00,160,74,86,6,9,wolkig
1/24/2016 0:00,181,93,88,5,7,wolkig
1/24/2016 1:00,168,73,95,5,9,wolkig
1/24/2016 2:00,101,52,49,5,6,
1/24/2016 3:00,72,36,36,4,6,Klarer Himmel
1/24/2016 4:00,67,41,26,4,7,Klarer Himmel
1/24/2016 5:00,26,22,4,5,9,Klarer Himmel
1/24/2016 6:00,31,18,13,4,9,Klarer Himmel
1/24/2016 7:00,34,14,20,4,7,wolkig
1/24/2016 8:00,55,28,27,4,7,Klarer Himmel
1/24/2016 9:00,150,89,61,4,11,Regen
1/24/2016 10:00,194,119,75,6,13,wolkig
1/24/2016 11:00,194,88,106,6,13,wolkig
1/24/2016 12:00,211,117,94,7,15,wolkig
1/24/2016 13:00,222,104,118,6,13,wolkig
1/24/2016 14:00,288,137,151,7,15,Regen
1/24/2016 15:00,244,138,106,7,13,Regen
1/24/2016 16:00,283,149,134,7,11,Regen
1/24/2016 17:00,262,135,127,7,7,Regen
1/24/2016 18:00,292,154,138,7,9,Regen
1/24/2016 19:00,244,143,101,7,9,Regen
1/24/2016 20:00,178,86,92,8,11,Regen
1/24/2016 21:00,112,74,38,8,13,wolkig
1/24/2016 22:00,123,73,50,9,17,wolkig
1/24/2016 23:00,67,36,31,9,15,wolkig
1/25/2016 0:00,26,19,7,9,15,wolkig
1/25/2016 1:00,17,11,6,9,15,wolkig
1/25/2016 2:00,6,3,3,9,15,wolkig
1/25/2016 3:00,5,3,2,9,15,wolkig
1/25/2016 4:00,16,8,8,9,15,wolkig
1/25/2016 5:00,75,41,34,9,11,wolkig
1/25/2016 6:00,295,142,153,9,11,wolkig
1/25/2016 7:00,790,508,282,9,6,wolkig
1/25/2016 8:00,805,569,236,9,4,wolkig
1/25/2016 9:00,662,497,165,10,6,wolkig
1/25/2016 10:00,517,336,181,10,9,wolkig
1/25/2016 11:00,534,315,219,12,13,wolkig
1/25/2016 12:00,612,314,298,13,15,wolkig
1/25/2016 13:00,682,376,306,13,19,wolkig
1/25/2016 14:00,671,342,329,13,17,wolkig
1/25/2016 15:00,785,392,393,13,17,Klarer Himmel
1/25/2016 16:00,886,384,502,12,13,Klarer Himmel
1/25/2016 17:00,998,428,570,11,13,Klarer Himmel
1/25/2016 18:00,872,332,540,10,11,Klarer Himmel
1/25/2016 19:00,631,271,360,8,9,Klarer Himmel
1/25/2016 20:00,415,177,238,9,9,Klarer Himmel
1/25/2016 21:00,283,119,164,11,15,Klarer Himmel
1/25/2016 22:00,240,106,134,11,24,wolkig
1/25/2016 23:00,94,41,53,11,17,wolkig
1/26/2016 0:00,52,23,29,11,17,wolkig
1/26/2016 1:00,28,12,16,11,20,wolkig
1/26/2016 2:00,10,8,2,11,20,wolkig
1/26/2016 3:00,12,4,8,10,20,wolkig
1/26/2016 4:00,15,9,6,10,20,wolkig
1/26/2016 5:00,78,40,38,10,20,wolkig
1/26/2016 6:00,311,154,157,9,17,wolkig
1/26/2016 7:00,943,627,316,9,13,teilweise bewölkt
1/26/2016 8:00,776,560,216,9,11,Klarer Himmel
1/26/2016 9:00,727,544,183,9,7,wolkig
1/26/2016 10:00,543,342,201,10,15,wolkig
1/26/2016 11:00,593,349,244,10,20,wolkig
1/26/2016 12:00,680,298,382,11,19,wolkig
1/26/2016 13:00,651,298,353,10,17,Regen
1/26/2016 14:00,595,273,322,11,19,wolkig
1/26/2016 15:00,689,326,363,11,26,wolkig
1/26/2016 16:00,922,419,503,11,26,wolkig
1/26/2016 17:00,916,407,509,11,22,wolkig
1/26/2016 18:00,914,374,540,10,28,Klarer Himmel
1/26/2016 19:00,777,359,418,10,30,wolkig
1/26/2016 20:00,390,152,238,9,30,Regen
1/26/2016 21:00,322,137,185,9,28,Regen
1/26/2016 22:00,287,160,127,9,32,Regen
1/26/2016 23:00,114,51,63,9,33,Regen
1/27/2016 0:00,50,24,26,9,32,Regen
1/27/2016 1:00,26,14,12,9,28,wolkig
1/27/2016 2:00,11,4,7,10,24,wolkig
1/27/2016 3:00,8,3,5,10,28,wolkig
1/27/2016 4:00,8,4,4,10,30,wolkig
1/27/2016 5:00,68,35,33,10,32,wolkig
1/27/2016 6:00,302,141,161,11,33,wolkig
1/27/2016 7:00,838,560,278,11,30,wolkig
1/27/2016 8:00,860,611,249,11,30,wolkig
1/27/2016 9:00,641,466,175,11,28,wolkig
1/27/2016 10:00,466,277,189,10,32,Regen
1/27/2016 11:00,402,217,185,10,26,Regen
1/27/2016 12:00,500,252,248,10,30,wolkig
1/27/2016 13:00,591,292,299,11,28,wolkig
1/27/2016 14:00,623,299,324,11,28,wolkig
1/27/2016 15:00,665,290,375,12,26,wolkig
1/27/2016 16:00,792,338,454,12,26,wolkig
1/27/2016 17:00,872,382,490,12,32,wolkig
1/27/2016 18:00,774,331,443,12,28,wolkig
1/27/2016 19:00,661,299,362,11,26,wolkig
1/27/2016 20:00,408,172,236,10,24,Regen
1/27/2016 21:00,268,115,153,10,28,Regen
1/27/2016 22:00,286,144,142,10,28,Regen
1/27/2016 23:00,140,81,59,10,26,Regen
1/28/2016 0:00,65,30,35,10,26,Regen
1/28/2016 1:00,47,19,28,10,26,Regen
1/28/2016 2:00,14,2,12,8,24,Regen
1/28/2016 3:00,14,5,9,8,22,Regen
1/28/2016 4:00,15,6,9,7,19,wolkig
1/28/2016 5:00,62,36,26,7,22,wolkig
1/28/2016 6:00,269,128,141,7,20,wolkig
1/28/2016 7:00,820,543,277,6,19,teilweise bewölkt
1/28/2016 8:00,776,561,215,5,17,teilweise bewölkt
1/28/2016 9:00,650,473,177,6,19,teilweise bewölkt
1/28/2016 10:00,525,340,185,7,28,teilweise bewölkt
1/28/2016 11:00,594,334,260,7,30,teilweise bewölkt
1/28/2016 12:00,535,267,268,8,24,teilweise bewölkt
1/28/2016 13:00,693,343,350,8,26,teilweise bewölkt
1/28/2016 14:00,679,328,351,8,22,teilweise bewölkt
1/28/2016 15:00,817,404,413,8,20,teilweise bewölkt
1/28/2016 16:00,938,407,531,7,17,teilweise bewölkt
1/28/2016 17:00,970,427,543,6,13,Klarer Himmel
1/28/2016 18:00,864,365,499,5,11,Klarer Himmel
1/28/2016 19:00,636,279,357,5,13,Klarer Himmel
1/28/2016 20:00,421,165,256,5,15,Klarer Himmel
1/28/2016 21:00,305,131,174,4,13,Klarer Himmel
1/28/2016 22:00,263,125,138,4,11,Klarer Himmel
1/28/2016 23:00,135,71,64,4,15,Klarer Himmel
1/29/2016 0:00,74,33,41,4,13,Klarer Himmel
1/29/2016 1:00,45,17,28,4,17,Klarer Himmel
1/29/2016 2:00,11,2,9,4,20,Klarer Himmel
1/29/2016 3:00,11,3,8,5,20,Klarer Himmel
1/29/2016 4:00,16,7,9,5,28,wolkig
1/29/2016 5:00,56,26,30,5,22,wolkig
1/29/2016 6:00,231,105,126,6,24,wolkig
1/29/2016 7:00,803,550,253,6,28,wolkig
1/29/2016 8:00,707,510,197,6,26,wolkig
1/29/2016 9:00,626,448,178,7,28,wolkig
1/29/2016 10:00,609,360,249,7,30,wolkig
1/29/2016 11:00,605,325,280,8,33,wolkig
1/29/2016 12:00,680,298,382,8,32,wolkig
1/29/2016 13:00,714,344,370,9,33,wolkig
1/29/2016 14:00,696,301,395,9,32,wolkig
1/29/2016 15:00,717,307,410,9,39,wolkig
1/29/2016 16:00,655,274,381,9,33,wolkig
1/29/2016 17:00,681,286,395,9,33,wolkig
1/29/2016 18:00,574,221,353,9,33,wolkig
1/29/2016 19:00,483,212,271,9,30,wolkig
1/29/2016 20:00,352,158,194,8,32,wolkig
1/29/2016 21:00,246,122,124,9,32,Regen
1/29/2016 22:00,207,106,101,9,30,wolkig
1/29/2016 23:00,190,103,87,9,33,Regen
1/30/2016 0:00,153,77,76,9,32,Regen
1/30/2016 1:00,138,78,60,9,35,Regen
1/30/2016 2:00,79,35,44,9,35,wolkig
1/30/2016 3:00,67,37,30,9,41,wolkig
1/30/2016 4:00,35,22,13,8,32,Regen
1/30/2016 5:00,39,26,13,8,28,Regen
1/30/2016 6:00,35,20,15,8,32,Regen
1/30/2016 7:00,76,43,33,8,37,Regen
1/30/2016 8:00,160,94,66,9,33,Regen
1/30/2016 9:00,262,177,85,9,33,Regen
1/30/2016 10:00,233,149,84,9,33,Regen
1/30/2016 11:00,233,133,100,8,33,Regen
1/30/2016 12:00,275,138,137,8,24,Regen
1/30/2016 13:00,240,119,121,7,17,Regen
1/30/2016 14:00,252,111,141,7,32,Regen
1/30/2016 15:00,218,101,117,7,19,Regen
1/30/2016 16:00,248,114,134,6,19,wolkig
1/30/2016 17:00,253,102,151,6,20,wolkig
1/30/2016 18:00,268,123,145,5,20,wolkig
1/30/2016 19:00,298,136,162,4,22,teilweise bewölkt
1/30/2016 20:00,256,130,126,4,19,Klarer Himmel
1/30/2016 21:00,170,88,82,4,22,teilweise bewölkt
1/30/2016 22:00,147,78,69,4,22,Klarer Himmel
1/30/2016 23:00,117,64,53,4,30,teilweise bewölkt
1/31/2016 0:00,108,53,55,3,22,teilweise bewölkt
1/31/2016 1:00,106,55,51,3,22,teilweise bewölkt
1/31/2016 2:00,81,42,39,3,24,Klarer Himmel
1/31/2016 3:00,45,24,21,3,24,Klarer Himmel
1/31/2016 4:00,34,21,13,3,24,Klarer Himmel
1/31/2016 5:00,25,18,7,3,28,teilweise bewölkt
1/31/2016 6:00,22,11,11,3,22,Klarer Himmel
1/31/2016 7:00,35,14,21,3,22,Klarer Himmel
1/31/2016 8:00,57,27,30,3,26,Klarer Himmel
1/31/2016 9:00,143,92,51,4,22,Klarer Himmel
1/31/2016 10:00,188,115,73,4,22,Klarer Himmel
1/31/2016 11:00,190,90,100,5,24,Klarer Himmel
1/31/2016 12:00,214,111,103,6,24,wolkig
1/31/2016 13:00,272,150,122,5,20,wolkig
1/31/2016 14:00,277,137,140,6,20,Regen
1/31/2016 15:00,238,131,107,5,15,Regen
1/31/2016 16:00,242,127,115,5,11,Regen
1/31/2016 17:00,281,153,128,5,9,Regen
1/31/2016 18:00,203,103,100,5,9,Regen
1/31/2016 19:00,244,133,111,5,9,Regen
1/31/2016 20:00,187,102,85,6,7,Regen
1/31/2016 21:00,126,64,62,6,9,wolkig
1/31/2016 22:00,109,69,40,8,22,wolkig
1/31/2016 23:00,53,29,24,9,19,Regen
2/1/2016 0:00,28,18,10,9,20,wolkig
2/1/2016 1:00,10,7,3,9,13,Regen
2/1/2016 2:00,1,1,0,9,15,wolkig
2/1/2016 3:00,3,1,2,10,17,Regen
2/1/2016 4:00,11,5,6,10,20,Regen
2/1/2016 5:00,62,28,34,11,28,Regen
2/1/2016 6:00,244,112,132,11,28,wolkig
2/1/2016 7:00,740,480,260,11,26,Regen
2/1/2016 8:00,671,481,190,11,33,Regen
2/1/2016 9:00,563,434,129,11,28,Regen
2/1/2016 10:00,402,259,143,11,32,Regen
2/1/2016 11:00,426,250,176,11,30,Regen
2/1/2016 12:00,500,220,280,11,39,wolkig
2/1/2016 13:00,525,263,262,11,37,wolkig
2/1/2016 14:00,538,279,259,11,44,wolkig
2/1/2016 15:00,609,297,312,12,39,wolkig
2/1/2016 16:00,805,367,438,11,35,wolkig
2/1/2016 17:00,833,350,483,11,33,Regen
2/1/2016 18:00,729,313,416,11,30,wolkig
2/1/2016 19:00,612,269,343,11,33,wolkig
2/1/2016 20:00,338,149,189,11,32,wolkig
2/1/2016 21:00,258,115,143,11,37,wolkig
2/1/2016 22:00,221,117,104,11,37,Regen
2/1/2016 23:00,102,44,58,12,35,wolkig
2/2/2016 0:00,45,24,21,10,37,Regen
2/2/2016 1:00,30,18,12,11,33,Regen
2/2/2016 2:00,10,7,3,11,32,wolkig
2/2/2016 3:00,5,1,4,10,33,wolkig
2/2/2016 4:00,16,10,6,10,43,teilweise bewölkt
2/2/2016 5:00,66,29,37,10,26,wolkig
2/2/2016 6:00,285,126,159,10,33,wolkig
2/2/2016 7:00,831,555,276,9,33,wolkig
2/2/2016 8:00,779,545,234,10,41,wolkig
2/2/2016 9:00,643,474,169,10,32,wolkig
2/2/2016 10:00,464,312,152,10,33,wolkig
2/2/2016 11:00,462,277,185,10,35,Regen
2/2/2016 12:00,548,269,279,8,50,Regen
2/2/2016 13:00,491,190,301,7,39,Regen
2/2/2016 14:00,540,249,291,8,32,Regen
2/2/2016 15:00,562,249,313,6,24,Regen
2/2/2016 16:00,728,329,399,7,20,teilweise bewölkt
2/2/2016 17:00,886,388,498,7,28,wolkig
2/2/2016 18:00,812,341,471,7,28,wolkig
2/2/2016 19:00,632,247,385,7,37,teilweise bewölkt
2/2/2016 20:00,386,159,227,7,33,teilweise bewölkt
2/2/2016 21:00,277,112,165,7,33,wolkig
2/2/2016 22:00,235,120,115,7,33,Klarer Himmel
2/2/2016 23:00,112,58,54,7,30,Klarer Himmel
2/3/2016 0:00,45,31,14,6,30,teilweise bewölkt
2/3/2016 1:00,17,11,6,6,28,Klarer Himmel
2/3/2016 2:00,10,4,6,5,24,Klarer Himmel
2/3/2016 3:00,4,0,4,5,22,teilweise bewölkt
2/3/2016 4:00,13,7,6,4,20,teilweise bewölkt
2/3/2016 5:00,71,34,37,4,22,wolkig
2/3/2016 6:00,266,110,156,4,20,teilweise bewölkt
2/3/2016 7:00,819,564,255,4,17,teilweise bewölkt
2/3/2016 8:00,854,599,255,4,15,teilweise bewölkt
2/3/2016 9:00,648,481,167,4,26,wolkig
2/3/2016 10:00,561,355,206,5,28,wolkig
2/3/2016 11:00,602,375,227,6,32,wolkig
2/3/2016 12:00,674,336,338,7,33,teilweise bewölkt
2/3/2016 13:00,763,362,401,7,32,teilweise bewölkt
2/3/2016 14:00,712,306,406,6,24,teilweise bewölkt
2/3/2016 15:00,705,333,372,5,30,teilweise bewölkt
2/3/2016 16:00,877,349,528,4,24,wolkig
2/3/2016 17:00,912,403,509,4,28,wolkig
2/3/2016 18:00,852,378,474,5,26,wolkig
2/3/2016 19:00,652,261,391,4,26,wolkig
2/3/2016 20:00,388,172,216,4,26,wolkig
2/3/2016 21:00,292,125,167,3,17,teilweise bewölkt
2/3/2016 22:00,267,130,137,3,17,teilweise bewölkt
2/3/2016 23:00,178,103,75,2,19,teilweise bewölkt
2/4/2016 0:00,89,42,47,3,19,teilweise bewölkt
2/4/2016 1:00,34,14,20,3,15,teilweise bewölkt
2/4/2016 2:00,16,4,12,2,19,teilweise bewölkt
2/4/2016 3:00,23,6,17,3,19,wolkig
2/4/2016 4:00,14,3,11,3,15,Klarer Himmel
2/4/2016 5:00,80,37,43,3,19,wolkig
2/4/2016 6:00,243,97,146,3,19,wolkig
2/4/2016 7:00,767,509,258,3,17,wolkig
2/4/2016 8:00,704,484,220,4,17,Regen
2/4/2016 9:00,543,397,146,3,19,Regen
2/4/2016 10:00,368,220,148,3,15,Regen
2/4/2016 11:00,399,234,165,4,15,Regen
2/4/2016 12:00,445,221,224,4,19,Regen
2/4/2016 13:00,471,211,260,3,13,Regen
2/4/2016 14:00,485,199,286,3,9,Regen
2/4/2016 15:00,604,288,316,3,6,Regen
2/4/2016 16:00,684,317,367,4,4,wolkig
2/4/2016 17:00,728,337,391,3,6,wolkig
2/4/2016 18:00,647,271,376,3,9,wolkig
2/4/2016 19:00,545,243,302,3,11,wolkig
2/4/2016 20:00,389,156,233,3,11,wolkig
2/4/2016 21:00,280,111,169,4,11,wolkig
2/4/2016 22:00,226,103,123,4,11,wolkig
2/4/2016 23:00,141,64,77,4,11,wolkig
2/5/2016 0:00,101,42,59,4,7,wolkig
2/5/2016 1:00,45,9,36,4,11,wolkig
2/5/2016 2:00,26,13,13,4,7,wolkig
2/5/2016 3:00,14,4,10,4,9,wolkig
2/5/2016 4:00,17,5,12,4,11,wolkig
2/5/2016 5:00,53,29,24,4,11,Regen
2/5/2016 6:00,211,96,115,4,11,Regen
2/5/2016 7:00,670,446,224,4,15,Regen
2/5/2016 8:00,592,424,168,4,13,Regen
2/5/2016 9:00,504,346,158,5,13,wolkig
2/5/2016 10:00,430,271,159,6,15,Regen
2/5/2016 11:00,410,228,182,6,13,wolkig
2/5/2016 12:00,486,224,262,8,17,wolkig
2/5/2016 13:00,608,280,328,8,15,wolkig
2/5/2016 14:00,641,283,358,10,15,wolkig
2/5/2016 15:00,654,291,363,10,15,wolkig
2/5/2016 16:00,670,292,378,10,15,wolkig
2/5/2016 17:00,663,297,366,9,15,wolkig
2/5/2016 18:00,555,218,337,10,17,wolkig
2/5/2016 19:00,476,196,280,9,13,wolkig
2/5/2016 20:00,331,153,178,9,13,Regen
2/5/2016 21:00,227,96,131,9,15,wolkig
2/5/2016 22:00,193,115,78,9,11,Regen
2/5/2016 23:00,182,94,88,9,13,wolkig
2/6/2016 0:00,122,57,65,10,15,wolkig
2/6/2016 1:00,109,52,57,9,13,wolkig
2/6/2016 2:00,54,25,29,10,15,wolkig
2/6/2016 3:00,41,18,23,9,11,wolkig
2/6/2016 4:00,27,14,13,9,13,wolkig
2/6/2016 5:00,40,23,17,8,11,teilweise bewölkt
2/6/2016 6:00,65,28,37,8,9,wolkig
2/6/2016 7:00,117,79,38,7,11,wolkig
2/6/2016 8:00,190,120,70,8,19,wolkig
2/6/2016 9:00,359,254,105,8,17,wolkig
2/6/2016 10:00,531,376,155,9,19,wolkig
2/6/2016 11:00,603,354,249,9,19,wolkig
2/6/2016 12:00,640,358,282,10,15,wolkig
2/6/2016 13:00,620,308,312,10,24,wolkig
2/6/2016 14:00,642,276,366,10,17,wolkig
2/6/2016 15:00,582,260,322,11,15,wolkig
2/6/2016 16:00,512,231,281,11,19,wolkig
2/6/2016 17:00,522,222,300,10,13,Klarer Himmel
2/6/2016 18:00,440,164,276,9,13,Klarer Himmel
2/6/2016 19:00,423,176,247,9,15,Klarer Himmel
2/6/2016 20:00,309,129,180,9,17,Klarer Himmel
2/6/2016 21:00,180,87,93,8,11,Klarer Himmel
2/6/2016 22:00,204,108,96,9,11,Klarer Himmel
2/6/2016 23:00,198,100,98,8,15,Klarer Himmel
2/7/2016 0:00,149,71,78,8,17,Klarer Himmel
2/7/2016 1:00,131,72,59,8,17,Klarer Himmel
2/7/2016 2:00,97,49,48,9,15,Klarer Himmel
2/7/2016 3:00,48,25,23,9,19,Klarer Himmel
2/7/2016 4:00,44,21,23,9,17,Klarer Himmel
2/7/2016 5:00,28,15,13,10,19,Klarer Himmel
2/7/2016 6:00,24,12,12,10,20,Klarer Himmel
2/7/2016 7:00,36,16,20,10,20,Regen
2/7/2016 8:00,59,29,30,11,20,wolkig
2/7/2016 9:00,156,91,65,11,24,Regen
2/7/2016 10:00,168,85,83,9,19,wolkig
2/7/2016 11:00,188,114,74,10,22,wolkig
2/7/2016 12:00,255,155,100,10,32,wolkig
2/7/2016 13:00,259,160,99,10,28,wolkig
2/7/2016 14:00,288,158,130,10,28,wolkig
2/7/2016 15:00,282,147,135,9,22,wolkig
2/7/2016 16:00,275,141,134,9,24,wolkig
2/7/2016 17:00,348,162,186,9,22,teilweise bewölkt
2/7/2016 18:00,287,135,152,8,24,teilweise bewölkt
2/7/2016 19:00,260,142,118,8,24,Klarer Himmel
2/7/2016 20:00,194,94,100,8,20,Klarer Himmel
2/7/2016 21:00,143,72,71,7,20,Klarer Himmel
2/7/2016 22:00,142,81,61,7,22,Klarer Himmel
2/7/2016 23:00,77,40,37,7,26,Klarer Himmel
2/8/2016 0:00,52,36,16,6,24,Klarer Himmel
2/8/2016 1:00,34,21,13,7,26,Klarer Himmel
2/8/2016 2:00,20,10,10,7,26,teilweise bewölkt
2/8/2016 3:00,12,6,6,8,28,wolkig
2/8/2016 4:00,62,34,28,8,32,wolkig
2/8/2016 5:00,34,20,14,8,33,Regen
2/8/2016 6:00,87,33,54,8,35,Regen
2/8/2016 7:00,143,64,79,7,28,Regen
2/8/2016 8:00,208,115,93,8,30,wolkig
2/8/2016 9:00,154,89,65,9,26,wolkig
2/8/2016 10:00,212,123,89,9,24,Regen
2/8/2016 11:00,243,129,114,10,39,Regen
2/8/2016 12:00,289,165,124,10,35,wolkig
2/8/2016 13:00,260,134,126,9,39,Regen
2/8/2016 14:00,255,141,114,9,33,wolkig
2/8/2016 15:00,283,138,145,9,39,wolkig
2/8/2016 16:00,315,180,135,9,39,wolkig
2/8/2016 17:00,335,160,175,9,37,wolkig
2/8/2016 18:00,302,147,155,8,39,Regen
2/8/2016 19:00,227,119,108,7,39,Regen
2/8/2016 20:00,165,84,81,7,43,Regen
2/8/2016 21:00,136,74,62,8,46,Regen
2/8/2016 22:00,130,80,50,7,41,Regen
2/8/2016 23:00,63,23,40,7,43,Regen
2/9/2016 0:00,40,19,21,7,43,Regen
2/9/2016 1:00,13,7,6,7,41,Regen
2/9/2016 2:00,6,4,2,7,35,wolkig
2/9/2016 3:00,9,5,4,7,39,wolkig
2/9/2016 4:00,11,4,7,6,32,Regen
2/9/2016 5:00,52,25,27,7,30,teilweise bewölkt
2/9/2016 6:00,182,88,94,7,32,wolkig
2/9/2016 7:00,517,311,206,7,30,
2/9/2016 8:00,608,429,179,6,24,Regen
2/9/2016 9:00,573,417,156,7,15,wolkig
2/9/2016 10:00,460,283,177,7,19,wolkig
2/9/2016 11:00,486,299,187,8,17,wolkig
2/9/2016 12:00,499,252,247,8,13,wolkig
2/9/2016 13:00,366,165,201,6,19,Regen
2/9/2016 14:00,347,153,194,4,13,Regen
2/9/2016 15:00,370,155,215,5,11,Regen
2/9/2016 16:00,457,208,249,5,11,Regen
2/9/2016 17:00,651,289,362,6,13,wolkig
2/9/2016 18:00,611,245,366,8,33,Regen
2/9/2016 19:00,471,183,288,1,37,Schnee
2/9/2016 20:00,265,111,154,0,32,Schnee
2/9/2016 21:00,187,86,101,1,22,Schnee
2/9/2016 22:00,153,73,80,2,26,teilweise bewölkt
2/9/2016 23:00,110,58,52,3,22,wolkig
2/10/2016 0:00,35,21,14,4,24,teilweise bewölkt
2/10/2016 1:00,20,7,13,4,24,teilweise bewölkt
2/10/2016 2:00,10,6,4,3,19,teilweise bewölkt
2/10/2016 3:00,5,4,1,4,22,wolkig
2/10/2016 4:00,10,5,5,4,20,wolkig
2/10/2016 5:00,55,33,22,4,17,wolkig
2/10/2016 6:00,205,89,116,1,19,Schnee
2/10/2016 7:00,558,362,196,1,15,Schnee
2/10/2016 8:00,623,426,197,2,11,wolkig
2/10/2016 9:00,493,345,148,3,17,wolkig
2/10/2016 10:00,457,303,154,4,17,wolkig
2/10/2016 11:00,488,275,213,4,17,Regen
2/10/2016 12:00,518,266,252,5,20,wolkig
2/10/2016 13:00,557,297,260,5,24,wolkig
2/10/2016 14:00,507,254,253,6,24,wolkig
2/10/2016 15:00,609,281,328,6,17,wolkig
2/10/2016 16:00,743,310,433,6,19,Regen
2/10/2016 17:00,728,322,406,5,19,Regen
2/10/2016 18:00,646,265,381,5,20,Regen
2/10/2016 19:00,530,221,309,5,20,wolkig
2/10/2016 20:00,340,129,211,5,20,wolkig
2/10/2016 21:00,229,92,137,5,26,wolkig
2/10/2016 22:00,259,134,125,4,20,wolkig
2/10/2016 23:00,124,54,70,3,20,teilweise bewölkt
2/11/2016 0:00,58,30,28,4,20,teilweise bewölkt
2/11/2016 1:00,33,14,19,4,20,wolkig
2/11/2016 2:00,16,9,7,4,19,Klarer Himmel
2/11/2016 3:00,9,1,8,4,17,Klarer Himmel
2/11/2016 4:00,14,4,10,3,17,wolkig
2/11/2016 5:00,68,34,34,3,17,wolkig
2/11/2016 6:00,258,106,152,3,20,wolkig
2/11/2016 7:00,748,489,259,3,17,wolkig
2/11/2016 8:00,686,485,201,4,17,teilweise bewölkt
2/11/2016 9:00,643,474,169,4,17,teilweise bewölkt
2/11/2016 10:00,500,332,168,5,20,teilweise bewölkt
2/11/2016 11:00,558,302,256,6,19,teilweise bewölkt
2/11/2016 12:00,628,318,310,6,26,teilweise bewölkt
2/11/2016 13:00,672,327,345,6,28,teilweise bewölkt
2/11/2016 14:00,692,327,365,7,24,teilweise bewölkt
2/11/2016 15:00,751,335,416,7,24,teilweise bewölkt
2/11/2016 16:00,865,385,480,6,15,teilweise bewölkt
2/11/2016 17:00,914,414,500,6,9,wolkig
2/11/2016 18:00,790,326,464,4,7,wolkig
2/11/2016 19:00,650,276,374,4,7,wolkig
2/11/2016 20:00,390,176,214,4,7,wolkig
2/11/2016 21:00,289,126,163,3,6,wolkig
2/11/2016 22:00,240,132,108,2,4,wolkig
2/11/2016 23:00,152,72,80,4,6,wolkig
2/12/2016 0:00,79,44,35,3,4,wolkig
2/12/2016 1:00,21,13,8,3,7,wolkig
2/12/2016 2:00,15,6,9,1,4,teilweise bewölkt
2/12/2016 3:00,13,4,9,2,6,wolkig
2/12/2016 4:00,9,5,4,2,6,Nebel
2/12/2016 5:00,59,24,35,1,4,wolkig
2/12/2016 6:00,243,108,135,1,4,wolkig
2/12/2016 7:00,760,514,246,1,4,Nebel
2/12/2016 8:00,663,460,203,2,6,wolkig
2/12/2016 9:00,581,403,178,2,6,wolkig
2/12/2016 10:00,489,320,169,3,6,wolkig
2/12/2016 11:00,521,302,219,4,15,wolkig
2/12/2016 12:00,615,301,314,5,9,wolkig
2/12/2016 13:00,794,387,407,6,11,wolkig
2/12/2016 14:00,819,406,413,6,11,wolkig
2/12/2016 15:00,814,385,429,6,7,wolkig
2/12/2016 16:00,823,361,462,5,6,teilweise bewölkt
2/12/2016 17:00,753,348,405,4,6,wolkig
2/12/2016 18:00,633,225,408,3,6,teilweise bewölkt
2/12/2016 19:00,548,231,317,2,7,teilweise bewölkt
